t_s,phase,nvme_mc,nvme_c,tj_mc,tj_c,cpu_c,gpu_c,fan_rpm,fan_pwm,cpu_mhz,vdd_in_mw,sect_read,sect_written,read_mbs,write_mbs,inflight,util_pct
9354,G-mixed,39850,39,59531,59,59,57,2157,77,1497,7308,5555013867,1517462426,566.60,0.00,117,70.0
9355,G-mixed,39850,39,59718,59,59,57,2152,77,1497,7308,5556119115,1517462434,565.89,0.00,106,70.0
9356,G-mixed,39850,39,59875,59,59,57,2204,80,1497,7308,5557228451,1517462434,567.98,0.00,93,72.4
9357,G-mixed,39850,39,59656,59,59,57,2250,80,1497,7349,5558368531,1517462434,583.72,0.00,81,74.0
9358,G-mixed,39850,39,59906,59,59,57,2259,80,1497,7308,5559429875,1517462554,543.41,0.06,125,76.0
9359,G-mixed,39850,39,59781,59,59,57,2262,80,1497,7308,5560469299,1517462562,532.19,0.00,88,67.2
9360,G-mixed,39850,39,59781,59,59,57,2257,80,1497,7308,5561508467,1517462578,532.05,0.01,106,64.0
9361,G-mixed,39850,39,59656,59,59,57,2253,80,1497,7308,5562563299,1517462578,540.07,0.00,95,74.4
9363,G-mixed,39850,39,59750,59,59,57,2243,80,1497,7308,5563615635,1517462578,538.80,0.00,112,72.8
9364,G-mixed,39850,39,59812,59,59,57,2245,80,1497,7349,5564660659,1517462698,535.05,0.06,128,65.6
9365,G-mixed,39850,39,59750,59,59,57,2246,80,1497,7349,5565693443,1517462706,528.79,0.00,112,77.2
9366,G-mixed,39850,39,59750,59,59,57,2250,80,1497,7349,5566740315,1517462722,536.00,0.01,69,76.8
9367,G-mixed,39850,39,59812,59,59,57,2245,80,1497,7308,5567790779,1517462722,537.84,0.00,84,76.0
9368,G-mixed,39850,39,60062,60,59,57,2246,80,1497,7308,5568839995,1517462730,537.20,0.00,124,68.4
9369,G-mixed,39850,39,59875,59,59,57,2244,80,1497,7308,5569879075,1517462866,532.01,0.07,112,74.8
9370,G-mixed,39850,39,60031,60,59,57,2246,80,1497,7268,5570919883,1517462866,532.89,0.00,110,71.6
9371,G-mixed,39850,39,60031,60,60,57,2245,80,1497,7349,5571938107,1517462874,521.33,0.00,125,69.6
9372,G-mixed,39850,39,59656,59,59,57,2243,80,1497,6900,5572941643,1517462874,513.81,0.00,125,67.6
9373,G-mixed,39850,39,59718,59,59,57,2244,80,1497,6818,5573948899,1517462874,515.72,0.00,127,72.0
9375,G-mixed,39850,39,59937,59,60,57,2246,80,1497,6859,5574962915,1517463106,519.18,0.12,122,74.8
9376,G-mixed,39850,39,59875,59,59,57,2246,80,1497,6859,5575976011,1517463114,518.71,0.00,124,70.4
9377,G-mixed,39850,39,59687,59,59,57,2248,80,1497,6818,5576976827,1517463122,512.42,0.00,127,65.6
9378,G-mixed,39850,39,59593,59,59,57,2246,80,1497,6818,5577972579,1517463122,509.83,0.00,114,73.2
9379,G-mixed,39850,39,59906,59,59,57,2248,80,1497,6818,5578961547,1517463122,506.35,0.00,105,66.0
9380,G-mixed,39850,39,60000,60,59,57,2253,80,1497,6818,5579947395,1517463226,504.75,0.05,99,68.4
9381,G-mixed,39850,39,59937,59,59,57,2253,80,1497,6818,5580944315,1517463226,510.42,0.00,122,73.2
9382,G-mixed,39850,39,59781,59,59,57,2257,80,1497,6818,5581960547,1517463250,520.31,0.01,122,66.0
9383,G-mixed,39850,39,59875,59,59,57,2259,80,1497,6818,5582966499,1517463250,515.05,0.00,121,69.6
9384,G-mixed,39850,39,59812,59,59,57,2259,80,1497,6859,5583976291,1517463250,517.01,0.00,123,69.2
9385,G-mixed,39850,39,59781,59,59,57,2259,80,1497,6818,5584981603,1517463386,514.72,0.07,108,66.4
9387,G-mixed,39850,39,59937,59,59,57,2264,80,1497,6859,5585988691,1517463386,515.63,0.00,126,69.2
9388,G-mixed,39850,39,59906,59,59,57,2262,80,1497,6859,5586996011,1517463394,515.75,0.00,87,75.2
9389,G-mixed,39850,39,59812,59,59,57,2248,80,1497,6818,5587997819,1517463394,512.93,0.00,97,75.6
9390,G-mixed,39850,39,59718,59,59,57,2246,80,1497,6859,5589011363,1517463394,518.93,0.00,122,64.4
9391,G-mixed,39850,39,59781,59,59,57,2243,80,1497,6818,5590008219,1517463618,510.39,0.11,124,69.6
9392,G-mixed,39850,39,59718,59,59,57,2246,80,1497,6818,5591015363,1517463618,515.66,0.00,98,76.4
9393,G-mixed,39850,39,59750,59,59,57,2239,80,1497,6818,5592016731,1517463626,512.70,0.00,128,74.8
9394,G-mixed,39850,39,59843,59,59,57,2245,80,1497,6859,5593024099,1517463626,515.77,0.00,105,69.2
9395,G-mixed,39850,39,59937,59,59,57,2243,80,1497,6818,5594026899,1517463626,513.43,0.00,85,69.6
9396,G-mixed,39850,39,59781,59,59,57,2245,80,1497,6818,5595032419,1517463730,514.83,0.05,123,73.2
9397,G-mixed,39850,39,59843,59,59,57,2243,80,1497,6818,5596037531,1517463730,514.62,0.00,107,71.6
9399,G-mixed,39850,39,59750,59,59,57,2241,80,1497,6818,5597059635,1517463746,523.32,0.01,106,66.4
9400,G-mixed,39850,39,59781,59,59,57,2241,80,1497,6818,5598058603,1517463746,511.47,0.00,123,70.0
9401,G-mixed,39850,39,59968,59,59,57,2243,80,1497,6818,5599059875,1517463746,512.65,0.00,101,65.6
9402,G-mixed,39850,39,60031,60,59,57,2243,80,1497,6859,5600056347,1517463850,510.19,0.05,125,71.2
9403,G-mixed,39850,39,59812,59,59,57,2245,80,1497,6859,5601055843,1517463850,511.74,0.00,125,75.2
9404,G-mixed,39850,39,59843,59,60,57,2245,80,1497,6818,5602075075,1517463858,521.85,0.00,126,73.6
9405,G-mixed,39850,39,60156,60,59,58,2249,80,1497,6859,5603095667,1517463858,522.54,0.00,127,66.8
9406,G-mixed,39850,39,60468,60,60,57,2250,80,1497,7186,5604095179,1517463866,511.75,0.00,117,77.2
9407,G-mixed,39850,39,60031,60,60,57,2256,80,1497,6900,5605101691,1517464362,515.33,0.25,82,69.2
9408,G-mixed,39850,39,60093,60,60,57,2256,80,1497,6859,5606107331,1517464362,514.89,0.00,110,72.0
9409,G-mixed,39850,39,59968,59,60,57,2259,80,1497,6859,5607111675,1517464378,514.22,0.01,124,66.0
9411,G-mixed,39850,39,60250,60,60,57,2259,80,1497,6859,5608123859,1517464378,518.24,0.00,122,71.2
9412,G-mixed,39850,39,59937,59,60,57,2265,80,1497,6859,5609132371,1517464410,516.36,0.02,114,69.6
9413,G-mixed,39850,39,60000,60,60,57,2261,80,1497,6818,5610146179,1517464954,519.07,0.28,95,73.2
9414,G-mixed,39850,39,59968,59,60,57,2245,80,1497,6859,5611154979,1517464954,516.51,0.00,126,69.6
9415,G-mixed,39850,39,60031,60,60,57,2243,80,1497,6818,5612159515,1517464962,514.32,0.00,125,67.2
9416,G-mixed,39850,39,59906,59,60,57,2243,80,1497,6859,5613174531,1517464962,519.69,0.00,93,69.6
9417,G-mixed,39850,39,59968,59,60,57,2241,80,1497,6818,5614176795,1517464962,513.16,0.00,100,70.0
9418,G-mixed,39850,39,60187,60,60,57,2241,80,1497,6818,5615181987,1517465138,514.66,0.09,123,70.8
9419,G-mixed,39850,39,60125,60,59,57,2245,80,1497,6818,5616197267,1517465138,519.82,0.00,112,64.4
9420,G-mixed,39850,39,60125,60,60,57,2243,80,1497,6818,5617222675,1517465146,525.01,0.00,122,69.6
9421,G-mixed,39850,39,60031,60,60,57,2247,80,1497,6859,5618225035,1517465154,513.21,0.00,90,71.6
9423,G-mixed,39850,39,60000,60,60,57,2243,80,1497,6818,5619245835,1517465154,522.65,0.00,122,69.6
9424,G-mixed,39850,39,59968,59,59,58,2245,80,1497,6818,5620248531,1517465274,513.38,0.06,113,68.8
9425,G-mixed,39850,39,60125,60,60,58,2245,80,1497,6818,5621250491,1517465274,513.00,0.00,102,68.4
9426,G-mixed,39850,39,59875,59,60,58,2247,80,1497,6818,5622262747,1517465282,518.28,0.00,123,68.0
9427,G-mixed,39850,39,59968,59,60,57,2247,80,1497,6859,5623290667,1517465282,526.30,0.00,127,68.8
9428,G-mixed,39850,39,60031,60,60,58,2243,80,1497,6818,5624301235,1517465290,517.41,0.00,125,68.4
9429,G-mixed,39850,39,60187,60,60,57,2243,80,1497,6818,5625323675,1517465394,523.49,0.05,115,68.0
9430,G-mixed,39850,39,60062,60,60,58,2247,80,1497,6859,5626339707,1517465402,520.21,0.00,126,72.4
9431,G-mixed,39850,39,60062,60,60,58,2250,80,1497,6818,5627355283,1517465410,519.97,0.00,117,69.6
9432,G-mixed,39850,39,60093,60,60,58,2254,80,1497,6859,5628361523,1517465410,515.19,0.00,97,69.6
9433,G-mixed,39850,39,60093,60,60,58,2256,80,1497,6818,5629376747,1517465410,519.79,0.00,101,69.2
9435,G-mixed,39850,39,60125,60,60,57,2254,80,1497,6818,5630380931,1517465618,514.14,0.11,94,72.4
9436,G-mixed,39850,39,60281,60,60,58,2258,80,1497,6982,5631388979,1517465626,516.12,0.00,84,75.2
9437,G-mixed,39850,39,60187,60,60,58,2259,80,1497,7268,5632418827,1517465634,527.28,0.00,94,80.0
9438,G-mixed,39850,39,60562,60,60,57,2257,80,1497,7308,5633433643,1517465634,519.59,0.00,102,71.6
9439,G-mixed,39850,39,60375,60,60,57,2249,80,1497,7308,5634441819,1517465634,516.19,0.00,127,68.0
9440,G-mixed,39850,39,60781,60,60,58,2241,80,1497,7308,5635445947,1517465738,514.11,0.05,124,68.8
9441,G-mixed,39850,39,60468,60,60,58,2245,80,1497,7308,5636453035,1517465738,515.63,0.00,100,73.2
9442,G-mixed,39850,39,60656,60,60,58,2249,80,1497,7268,5637460507,1517465746,515.83,0.00,117,70.8
9443,G-mixed,39850,39,60625,60,60,58,2247,80,1497,7268,5638485779,1517465762,524.94,0.01,121,72.8
9444,G-mixed,39850,39,60468,60,60,58,2245,80,1497,7308,5639507931,1517465762,523.34,0.00,110,74.4
9445,G-mixed,39850,39,60375,60,60,58,2249,80,1497,7308,5640516707,1517465898,516.49,0.07,122,78.0
9447,G-mixed,39850,39,60750,60,60,58,2245,80,1497,7308,5641533947,1517465898,520.83,0.00,89,73.2
9448,G-mixed,39850,39,60812,60,60,58,2241,80,1497,7349,5642545563,1517465906,517.95,0.00,97,76.4
9449,G-mixed,39850,39,60750,60,60,58,2245,80,1497,7308,5643561547,1517465906,520.18,0.00,125,72.8
9450,G-mixed,39850,39,60656,60,60,58,2247,80,1497,7308,5644572715,1517465906,517.72,0.00,122,70.0
9451,G-mixed,39850,39,60468,60,60,58,2243,80,1497,7308,5645592515,1517466050,522.14,0.07,122,75.2
9452,G-mixed,39850,39,60562,60,60,58,2247,80,1497,7390,5646630371,1517466050,531.38,0.00,107,73.6
9453,G-mixed,39850,39,60656,60,60,58,2245,80,1497,7390,5647650771,1517466066,522.44,0.01,124,74.4
9454,G-mixed,39850,39,60968,60,60,58,2242,80,1497,7349,5648666923,1517466066,520.27,0.00,98,74.0
9455,G-mixed,39850,39,60625,60,60,58,2243,80,1497,7349,5649678747,1517466066,518.05,0.00,111,78.0
9456,G-mixed,39850,39,60781,60,60,58,2350,84,1497,7308,5650682307,1517466186,513.82,0.06,128,70.4
9458,G-mixed,39850,39,60562,60,60,58,2383,84,1497,7308,5651684147,1517466202,512.94,0.01,119,74.4
9459,G-mixed,39850,39,60875,60,60,58,2393,84,1497,7349,5652704771,1517466210,522.56,0.00,121,72.0
9460,G-mixed,39850,39,60968,60,60,58,2395,84,1497,7349,5653721267,1517466210,520.45,0.00,105,70.0
9461,G-mixed,39850,39,60875,60,60,58,2397,84,1497,7308,5654734179,1517466210,518.61,0.00,119,70.0
9462,G-mixed,39850,39,60906,60,61,58,2399,84,1497,7349,5655749731,1517466338,519.96,0.07,108,74.4
9463,G-mixed,39850,39,61125,61,60,58,2393,84,1497,7349,5656761123,1517466338,517.83,0.00,124,74.4
9464,G-mixed,39850,39,61218,61,60,58,2385,84,1497,7308,5657779715,1517466346,521.52,0.00,97,71.6
9465,G-mixed,39850,39,60968,60,60,58,2383,84,1497,7308,5658796123,1517466346,520.40,0.00,120,74.0
9466,G-mixed,39850,39,60968,60,61,58,2385,84,1497,7308,5659811275,1517466354,519.76,0.00,103,75.2
9467,G-mixed,39850,39,60687,60,60,58,2385,84,1497,7308,5660821763,1517466474,517.37,0.06,103,70.8
9468,G-mixed,39850,39,60875,60,60,58,2387,84,1497,7308,5661830923,1517466474,516.69,0.00,99,75.2
9470,G-mixed,39850,39,60906,60,60,58,2387,84,1497,7308,5662834875,1517466482,514.02,0.00,103,74.0
9471,G-mixed,39850,39,61156,61,60,58,2383,84,1497,7349,5663842507,1517466482,515.91,0.00,95,70.4
9472,G-mixed,39850,39,61062,61,60,58,2385,84,1497,7308,5664868595,1517466482,525.36,0.00,104,72.4
9473,G-mixed,39850,39,61093,61,60,58,2383,84,1497,7349,5665877811,1517466602,516.72,0.06,97,74.0
9474,G-mixed,39850,39,60875,60,60,58,2385,84,1497,7308,5666879747,1517466610,512.99,0.00,98,72.0
9475,G-mixed,39850,39,60812,60,60,58,2385,84,1497,7308,5667898379,1517466618,521.54,0.00,114,70.8
9476,G-mixed,39850,39,60937,60,61,58,2385,84,1497,7390,5668904995,1517466618,515.39,0.00,108,75.6
9477,G-mixed,39850,39,60812,60,60,58,2383,84,1497,7308,5669904683,1517466618,511.84,0.00,87,72.4
9478,G-mixed,39850,39,61093,61,60,58,2385,84,1497,7268,5670909939,1517466730,514.69,0.06,126,73.6
9479,G-mixed,39850,39,61000,61,61,58,2383,84,1497,7308,5671911179,1517466738,512.63,0.00,95,72.4
9480,G-mixed,39850,39,61062,61,61,58,2383,84,1497,7268,5672920419,1517466746,516.73,0.00,126,67.6
9481,G-mixed,39850,39,60968,60,61,58,2385,84,1497,7349,5673924667,1517466754,514.17,0.00,108,77.6
9483,G-mixed,39850,39,60968,60,61,58,2385,84,1497,7349,5674940619,1517466754,520.17,0.00,101,70.8
9484,G-mixed,39850,39,61031,61,61,58,2385,84,1497,7308,5675951371,1517466866,517.51,0.06,128,66.8
9485,G-mixed,39850,39,60781,60,61,58,2383,84,1497,7308,5676941931,1517466874,507.17,0.00,102,74.8
9486,G-mixed,39850,39,61187,61,61,58,2383,84,1497,7308,5677942435,1517466882,512.26,0.00,127,73.2
9487,G-mixed,39850,39,61375,61,61,58,2381,84,1497,7349,5678957747,1517466882,519.84,0.00,121,71.2
9488,G-mixed,39850,39,61187,61,60,58,2385,84,1497,7349,5679962611,1517466890,514.49,0.00,102,66.0
9489,G-mixed,39850,39,61031,61,61,58,2387,84,1497,7308,5680968755,1517467074,515.15,0.09,106,66.0
9490,17-cleanup-trim,39850,39,60468,60,60,58,2389,84,1344,6297,5681182067,1517521666,109.22,27.95,0,36.4
9491,17-cleanup-trim,39850,39,60000,60,60,58,2391,84,1420,5766,5681182211,1517521666,0.07,0.00,1,100.0
9492,17-cleanup-trim,39850,39,59875,59,59,58,2301,80,1344,5193,5681182243,1517521666,0.02,0.00,1,100.0
9493,17-cleanup-trim,39850,39,59750,59,59,58,2268,80,1344,5071,5681182275,1517521666,0.02,0.00,1,100.0
9494,17-cleanup-trim,39850,39,59625,59,59,58,2266,80,1344,5071,5681182275,1517521666,0.00,0.00,1,100.0
9495,17-cleanup-trim,39850,39,59656,59,59,58,2263,80,1497,5071,5681182275,1517522170,0.00,0.26,1,100.0
9497,17-cleanup-trim,39850,39,59687,59,59,58,2257,80,1267,5071,5681182275,1517522170,0.00,0.00,1,100.0
9498,17-cleanup-trim,39850,39,59562,59,59,58,2252,80,1344,5071,5681182275,1517522170,0.00,0.00,1,100.0
9499,17-cleanup-trim,39850,39,59593,59,59,58,2247,80,729,5071,5681182275,1517522170,0.00,0.00,1,100.0
9500,17-cleanup-trim,39850,39,59687,59,59,58,2250,80,1344,5071,5681182275,1517522170,0.00,0.00,1,100.0
9501,17-cleanup-trim,39850,39,59812,59,59,57,2249,80,1267,5071,5681182275,1517522306,0.00,0.07,1,100.0
9502,17-cleanup-trim,39850,39,59531,59,59,57,2250,80,1497,5071,5681182275,1517522306,0.00,0.00,1,100.0
9503,17-cleanup-trim,39850,39,59437,59,59,58,2250,80,1267,5071,5681182275,1517522314,0.00,0.00,1,100.0
9504,17-cleanup-trim,39850,39,59250,59,59,57,2247,80,1344,5071,5681182275,1517522314,0.00,0.00,1,100.0
9505,17-cleanup-trim,39850,39,59312,59,59,57,2245,80,729,5112,5681182275,1517522314,0.00,0.00,1,100.0
9506,17-cleanup-trim,39850,39,59218,59,59,57,2248,80,1344,5071,5681182275,1517522322,0.00,0.00,2,100.0
9507,17-cleanup-trim,39850,39,59468,59,59,58,2252,80,729,5398,5681182275,1517522466,0.00,0.07,1,100.0
9508,17-cleanup-trim,39850,39,59187,59,59,58,2252,80,729,5112,5681182275,1517522466,0.00,0.00,1,100.0
9509,17-cleanup-trim,39850,39,59187,59,59,57,2255,80,1267,5071,5681182275,1517522466,0.00,0.00,1,100.0
9511,17-cleanup-trim,39850,39,59250,59,59,57,2261,80,1267,5071,5681182275,1517522650,0.00,0.09,1,100.0
9512,17-cleanup-trim,39850,39,59156,59,59,57,2264,80,1344,5071,5681182275,1517522658,0.00,0.00,3,100.0
9513,17-cleanup-trim,39850,39,59062,59,59,57,2261,80,1497,5071,5681182275,1517523186,0.00,0.27,1,100.0
9514,17-cleanup-trim,39850,39,59062,59,59,57,2261,80,960,5071,5681182275,1517523186,0.00,0.00,1,100.0
9515,17-cleanup-trim,39850,39,59312,59,59,57,2256,80,1344,5071,5681182275,1517523186,0.00,0.00,1,100.0
9516,17-cleanup-trim,39850,39,59406,59,59,57,2250,80,1344,5071,5681182275,1517523186,0.00,0.00,1,100.0
9517,17-cleanup-trim,39850,39,59343,59,59,57,2247,80,1267,5112,5681182275,1517523586,0.00,0.20,2,100.0
9518,17-cleanup-trim,39850,39,59312,59,59,57,2245,80,1344,5071,5681182275,1517523730,0.00,0.07,1,100.0
9519,17-cleanup-trim,39850,39,59093,59,59,57,2247,80,729,5071,5681182275,1517523730,0.00,0.00,1,100.0
9520,17-cleanup-trim,39850,39,59062,59,59,57,2245,80,1344,5071,5681182275,1517523730,0.00,0.00,1,100.0
9521,17-cleanup-trim,39850,39,58906,58,59,57,2245,80,729,5071,5681182275,1517523730,0.00,0.00,1,100.0
9522,17-cleanup-trim,39850,39,58968,58,58,57,2247,80,1344,5071,5681182275,1517523874,0.00,0.07,1,100.0
9523,17-cleanup-trim,39850,39,59031,59,59,57,2247,80,1036,5071,5681182275,1517523874,0.00,0.00,1,100.0
9525,17-cleanup-trim,39850,39,58906,58,58,57,2245,80,1267,5071,5681182275,1517523874,0.00,0.00,1,100.0
9526,17-cleanup-trim,39850,39,58781,58,59,57,2247,80,729,5071,5681182275,1517523882,0.00,0.00,1,100.0
9527,17-cleanup-trim,39850,39,58968,58,58,57,2247,80,1344,5071,5681182275,1517523882,0.00,0.00,1,100.0
9528,17-cleanup-trim,39850,39,58968,58,58,57,2247,80,1267,5071,5681182275,1517523994,0.00,0.06,1,100.0
9529,17-cleanup-trim,39850,39,58812,58,59,57,2246,80,1344,5071,5681182275,1517524002,0.00,0.00,1,100.0
9530,17-cleanup-trim,39850,39,59031,59,59,57,2248,80,1267,5071,5681182275,1517524002,0.00,0.00,1,100.0
9531,17-cleanup-trim,39850,39,59125,59,59,57,2250,80,1344,5071,5681182275,1517524002,0.00,0.00,1,100.0
9532,17-cleanup-trim,39850,39,58593,58,58,57,2254,80,1344,5071,5681182275,1517524002,0.00,0.00,1,100.0
9533,17-cleanup-trim,39850,39,58625,58,58,57,2255,80,1344,5071,5681182275,1517524026,0.00,0.01,2,100.0
9534,17-cleanup-trim,39850,39,58687,58,58,57,2193,77,1036,5193,5681182275,1517524130,0.00,0.05,1,100.0
9535,17-cleanup-trim,39850,39,58750,58,58,57,2164,77,1267,5275,5681182275,1517524130,0.00,0.00,1,100.0
9536,17-cleanup-trim,39850,39,58687,58,58,57,2164,77,1267,5071,5681182275,1517524130,0.00,0.00,0,19.2
9537,17-cleanup-trim,39850,39,58687,58,58,57,2157,77,729,5030,5681182275,1517524130,0.00,0.00,0,0.0
9539,17-cleanup-trim,39850,39,58593,58,58,57,2148,77,1497,5030,5681182275,1517524338,0.00,0.11,0,0.0
9540,17-cleanup-trim,39850,39,58687,58,58,57,2141,77,1267,5030,5681182275,1517524338,0.00,0.00,0,0.0
9541,17-cleanup-trim,39850,39,58562,58,58,57,2143,77,729,5030,5681182275,1517524362,0.00,0.01,0,0.0
9542,17-cleanup-trim,39850,39,58656,58,58,57,2144,77,1036,5030,5681182275,1517524362,0.00,0.00,0,0.0
9543,17-cleanup-trim,39850,39,58593,58,58,57,2143,77,1267,5030,5681182275,1517524362,0.00,0.00,0,0.0
9544,17-cleanup-trim,39850,39,58437,58,58,57,2143,77,729,5030,5681182275,1517524554,0.00,0.10,0,0.0
9545,17-cleanup-trim,39850,39,58593,58,58,57,2139,77,1497,5030,5681182275,1517524554,0.00,0.00,0,0.0
9546,17-cleanup-trim,39850,39,58656,58,58,57,2141,77,1344,4989,5681182275,1517524554,0.00,0.00,0,0.0
9547,17-cleanup-trim,39850,39,58500,58,58,57,2141,77,729,5030,5681182275,1517524554,0.00,0.00,0,0.0
9548,17-cleanup-trim,39850,39,58406,58,58,57,2141,77,1267,5030,5681182275,1517524562,0.00,0.00,0,0.0
9549,17-cleanup-trim,39850,39,58750,58,58,56,2143,77,1344,5030,5681182275,1517524706,0.00,0.07,0,0.0
9550,17-cleanup-trim,39850,39,58343,58,58,57,2143,77,1497,5030,5681182275,1517524714,0.00,0.00,0,0.4
9551,17-cleanup-trim,39850,39,58468,58,58,56,2144,77,1267,5030,5681182275,1517524714,0.00,0.00,0,0.0
9552,17-cleanup-trim,39850,39,58375,58,58,57,2144,77,1344,5030,5681182275,1517524714,0.00,0.00,0,0.0
9553,17-cleanup-trim,39850,39,58531,58,58,57,2144,77,1344,5030,5681182275,1517524714,0.00,0.00,0,0.0
9555,17-cleanup-trim,39850,39,58250,58,58,57,2146,77,729,5030,5681182275,1517524946,0.00,0.12,0,0.4
9556,17-cleanup-trim,39850,39,58687,58,58,57,2149,77,1267,5152,5681182275,1517524954,0.00,0.00,0,0.0
9557,17-cleanup-trim,39850,39,58687,58,58,57,2147,77,1344,5643,5681182275,1517524954,0.00,0.00,0,0.0
9558,17-cleanup-trim,39850,39,58656,58,58,57,2147,77,1497,5684,5681182275,1517524954,0.00,0.00,0,0.0
9559,17-cleanup-trim,39850,39,59093,59,59,57,2149,77,1344,5684,5681182275,1517524954,0.00,0.00,0,0.0
9560,17-cleanup-trim,39850,39,59031,59,59,57,2152,77,1344,5684,5681182275,1517525074,0.00,0.06,0,0.4
9561,17-cleanup-trim,39850,39,58937,58,58,57,2157,77,1497,5643,5681182275,1517525074,0.00,0.00,0,0.0
9562,17-cleanup-trim,39850,39,58656,58,58,57,2160,77,1497,5643,5681182275,1517525074,0.00,0.00,0,0.0
9563,17-cleanup-trim,39850,39,58687,58,58,57,2160,77,1497,5643,5681182275,1517525082,0.00,0.00,0,0.0
9564,17-cleanup-trim,39850,39,58562,58,58,57,2154,77,1497,5643,5681182275,1517525082,0.00,0.00,0,0.0
9565,17-cleanup-trim,39850,39,58937,58,58,56,2146,77,1497,5684,5681182275,1517525210,0.00,0.07,0,0.0
9566,17-cleanup-trim,39850,39,58562,58,58,57,2144,77,1497,5684,5681182275,1517525210,0.00,0.00,0,0.0
9567,17-cleanup-trim,39850,39,58687,58,58,57,2146,77,1497,5643,5681182275,1517525210,0.00,0.00,0,0.0
9568,17-cleanup-trim,39850,39,58625,58,58,57,2144,77,1497,5643,5681182275,1517525210,0.00,0.00,0,0.0
9569,17-cleanup-trim,39850,39,58656,58,58,57,2144,77,1497,5684,5681182275,1517525210,0.00,0.00,0,0.0
9570,17-cleanup-trim,39850,39,58531,58,58,57,2142,77,1497,5643,5681182275,1517525330,0.00,0.06,0,0.0
9571,17-cleanup-trim,39850,39,58718,58,58,57,2141,77,1497,5643,5681182275,1517525354,0.00,0.01,0,0.0
9572,17-cleanup-trim,39850,39,58593,58,58,56,2139,77,1497,5643,5681182275,1517525354,0.00,0.00,0,0.0
9574,17-cleanup-trim,39850,39,58562,58,58,57,2139,77,1497,5643,5681182275,1517525354,0.00,0.00,0,0.0
9575,17-cleanup-trim,39850,39,58531,58,58,57,2141,77,1497,5643,5681182275,1517525354,0.00,0.00,0,0.0
9576,17-cleanup-trim,39850,39,58531,58,58,57,2143,77,1497,5643,5681182275,1517525466,0.00,0.06,0,0.0
9577,17-cleanup-trim,39850,39,58625,58,58,57,2146,77,1497,5643,5681182275,1517525482,0.00,0.01,0,0.4
9578,17-cleanup-trim,39850,39,58593,58,58,56,2146,77,1497,5643,5681182275,1517525490,0.00,0.00,0,0.0
9579,17-cleanup-trim,39850,39,58562,58,58,56,2144,77,1497,5684,5681182275,1517525490,0.00,0.00,0,0.0
9580,17-cleanup-trim,39850,39,58687,58,58,56,2146,77,1497,5684,5681182275,1517525490,0.00,0.00,0,0.0
9581,17-cleanup-trim,39850,39,58750,58,58,57,2146,77,1497,5684,5681182275,1517525610,0.00,0.06,0,0.0
9582,17-cleanup-trim,39850,39,58656,58,58,57,2147,77,1497,5643,5681182275,1517525618,0.00,0.00,0,0.0
9583,17-cleanup-trim,39850,39,58531,58,58,57,2150,77,1497,5684,5681182275,1517525618,0.00,0.00,0,0.0
9584,17-cleanup-trim,39850,39,58656,58,58,57,2152,77,1497,5684,5681182275,1517525618,0.00,0.00,0,0.0
9585,17-cleanup-trim,39850,39,58593,58,58,57,2154,77,1497,5643,5681182275,1517525618,0.00,0.00,0,0.0
9586,17-cleanup-trim,39850,39,58593,58,58,56,2155,77,1497,5643,5681182275,1517525778,0.00,0.08,0,0.0
9587,17-cleanup-trim,39850,39,58437,58,58,56,2157,77,1497,5684,5681182275,1517525778,0.00,0.00,0,0.0
9588,17-cleanup-trim,39850,39,58562,58,58,56,2160,77,1497,5643,5681182275,1517525778,0.00,0.00,0,0.0
9589,17-cleanup-trim,39850,39,58468,58,58,56,2160,77,1497,5643,5681182275,1517525778,0.00,0.00,0,0.0
9590,17-cleanup-trim,39850,39,58625,58,58,57,2162,77,1497,5643,5681182275,1517525778,0.00,0.00,0,0.0
9591,17-cleanup-trim,39850,39,58468,58,58,56,2164,77,1497,5684,5681182275,1517525914,0.00,0.07,0,0.0
9592,17-cleanup-trim,39850,39,58593,58,58,57,2162,77,1497,5643,5681182275,1517525922,0.00,0.00,0,0.0
9594,17-cleanup-trim,39850,39,58468,58,58,56,2165,77,1497,5643,5681182275,1517525930,0.00,0.00,0,0.0
9595,17-cleanup-trim,39850,39,58562,58,58,57,2165,77,1497,5643,5681182275,1517525930,0.00,0.00,0,0.0
9596,17-cleanup-trim,39850,39,58500,58,58,56,2155,77,1497,5643,5681182275,1517525930,0.00,0.00,0,0.0
9597,17-cleanup-trim,39850,39,58656,58,58,56,2145,77,1497,5643,5681182275,1517526066,0.00,0.07,0,0.0
9598,17-cleanup-trim,39850,39,58500,58,58,56,2142,77,1497,5684,5681182275,1517526066,0.00,0.00,0,0.0
9599,17-cleanup-trim,39850,39,58718,58,58,56,2139,77,1497,5684,5681182275,1517526066,0.00,0.00,0,0.0
9600,17-cleanup-trim,39850,39,58843,58,58,57,2142,77,1497,5643,5681182275,1517526066,0.00,0.00,0,0.0
9601,17-cleanup-trim,39850,39,58593,58,58,56,2144,77,1497,5643,5681182275,1517526074,0.00,0.00,0,0.0
9602,17-cleanup-trim,39850,39,58500,58,58,57,2142,77,1497,5643,5681182275,1517526194,0.00,0.06,0,0.0
9603,17-cleanup-trim,39850,39,58468,58,58,56,2139,77,1497,5684,5681182275,1517526202,0.00,0.00,0,0.0
